Date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,RON,SEK,SIT,SKK,CHF,ISK,NOK,HRK,RUB,TRL,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,MMK,HNL,SYP,CLP,LKR,OMR,EGP,BMD,DOP,BOB,YER,BBD,CUP,GYD,BTN,BAM,TWD,SAR,RWF,AMD,IRR,MGA,ZMW,KGS,NIO,AOA,LAK,XPF,PKR,GTQ,SCR,ETB,NPR,MDL,CRC,GEL,XOF,TJS,PYG,KES,AFN,KWD,IMP,MVR,MKD,XCD,BWP,DJF,UZS,SZL,SDG,FJD,AED,GIP,PEN,AZN,ALL,COP,TTD,AWG,TMT,ARS,QAR,JMD,LYD,VND,TND,KZT,BDT,VES,MUR,UGX,UAH,GHS,LBP,NGN,BHD,BYN,MNT,XAF,KYD,RSD,MWK,TZS,DZD,IQD,MAD,JOD,GNF,UYU,HTG,MZN
2023-06-21,1.0923,154.89,1.9558,0.585274,23.763,7.4479,15.6466,0.85828,369.9,3.4528,0.7028,0.4293,4.4328,4.96,4.9625,11.7563,479.28,30.126,0.9803,148.3,11.747,7.5344,91.97,26.92,25.7343,1.6154,5.2273,1.4435,7.8519,8.551,16330.8,3.9404,89.5765,1413.88,18.7393,5.0737,1.7697,60.747,1.4678,38.056,20.0783,2307.89,27.06,2755.84,880.63,337.69,0.42,33.95,1.1,60.24,7.59,274.95,2.22,26.37,232.42,90.03,1.95,34,4.13,1265.27,426.4,46422.82,4991.55,19.4,95.93,40.19,833.37,20197.34,119.81,314.99,8.62,15.63,59.91,144.05,19.84,593.91,2.87,655.01,12.01,7995.61,154.28,94.56,0.34,0.86,16.87,61.62,2.97,14.60,195.73,12620.96,20.15,661.19,2.43,4.04,0.852594,3.99,1.87,106.83,4555.40,7.46,1.98,3.86,277.02,4,169.76,5.28,25871.03,3.38,491.94,118.92,29.7439,50.07,4056.63,40.6,12.47,16493.95,900.92,0.41,2.77,3802.11,654.61,0.92,117.31,1117.72,2633.42,148.43,1438.73,10.93,0.78,9446.61,41.69,152.17,69.49
